Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Expected Attendance,Actual Attendance,Program Delivered,Format,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Location,Latitude,Longitude,GPS Coordinates
Mandatory Prog,9/11/19,Wednesday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_56,,0,Yes,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,General,,Health Promotion,,,,
Life Skills,9/19/19,Thursday ,3:00:00 PM,4:00:00 PM,1,Stress Management,Facilitator_56,25,21,Yes,IN-PERSON,In-Person,Pullman,0,0,21,0,0,0,,,General ,,Residence Life ,,,,
Mandatory Prog,9/19/19,Thursday,5:45:00 PM,7:15:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,31,Yes,IN-PERSON,In-Person,Pullman,0,0,31,0,0,0,,,General,,Health Promotion,,,,
Mandatory Prog,9/20/19,Friday,10:00:00 AM,11:00:00 AM,1,Green Dot,Facilitator_56,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,,,,,,,
Life Skills,9/23/19,Monday ,6:00:00 PM,7:00:00 PM,1,Time Management,Facilitator_56,25,10,Yes,IN-PERSON,In-Person,Pullman,0,0,10,0,0,0,,,Residence Life ,,Stephenson South ,,,,
AOD+IMPACT,9/24/19,Tuesday ,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_56,10,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Residence Life ,,Rogers Hall ,CUE 418,46.729809,-117.161607,"46° 43' 47.3124'' N
117° 9' 41.7852'' W"
Mandatory Prog,9/26/19,Thursday,11:15:00 AM,12:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,29,Yes,IN-PERSON,In-Person,Pullman,0,0,29,0,0,0,,,General,,Health Promotion,,,,
Mandatory Prog,9/30/19,Monday,3:15:00 PM,4:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,General,,Health Promotion,,,,
Mandatory Prog,10/1/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,33,Yes,IN-PERSON,In-Person,Pullman,0,0,33,0,0,0,,,General,,Health Promotion,,,,
Life Skills,10/2/19,Wednesday ,12:10:00 PM,1:00:00 PM,1,Stress Management,Facilitator_56,30,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,General ,,ASCC ,,,,
Life Skills,10/3/19,Thursday ,1:25:00 PM,2:15:00 PM,1,Stress Management,Facilitator_56,30,22,Yes,IN-PERSON,In-Person,Pullman,0,0,22,0,0,0,,,General ,,ASCC ,,,,
Life Skills,10/7/19,Monday ,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_56,85,40,Yes,IN-PERSON,In-Person,Pullman,0,0,40,0,0,0,,,Student ,,ASCC,,,,
Mandatory Prog,10/9/19,Wednesday ,12:00:00 PM,1:00:00 PM,1,Green Dot,Facilitator_56,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,,,,,,,
Mandatory Prog,10/21/19,Monday,5:15:00 PM,6:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,General,,Health Promotion,,,,
Mandatory Prog,10/24/19,Thursday ,9:00:00 AM,10:00:00 AM,1,Green Dot,Facilitator_56,,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,,,,,,,
Life Skills,10/28/19,Monday ,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_56,20,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Residence Life ,,Northside Hall ,,,,
Life Skills,11/4/19,Monday ,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_56,85,6,Yes,IN-PERSON,In-Person,Pullman,0,0,6,0,0,0,,,Student ,,ASCC,,,,
Mental Health,11/5/19,Tuesday ,6:30:00 PM,7:30:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,90,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Greek Life ,,Alpha Chi Omega ,CUE 207,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,11/7/19,Thursday,4:30:00 PM,7:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,General,,Health Promotion,,,,
Life Skills,11/12/19,Tuesday ,4:00:00 PM,5:00:00 PM,1,Stress Management,Facilitator_56,15,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,General ,,Emerging Leaders ,,,,
Mental Health,11/14/19,Thursday ,7:00:00 PM,8:00:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,40,63,Yes,IN-PERSON,In-Person,Pullman,0,0,63,0,0,0,,,Greek ,,Sigma Pi ,Gannon Main Lobby ,46.727794,-117.162907,"46° 43' 40.0584'' N
117° 9' 46.4652'' W"
Mandatory Prog,11/14/19,Thursday ,1:00:00 PM,2:00:00 PM,1,Green Dot,Facilitator_56,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,,,,,,,
Life Skills,11/19/19,Tuesday ,5:00:00 PM,6:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_56,25,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,General ,,Crimson Leadership VIP ,,,,
Mandatory Prog,12/4/19,Wednesday ,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_56,,11,Yes,IN-PERSON,In-Person,Pullman,0,0,11,0,0,0,,,,,,,,,
Mandatory Prog,1/10/20,Friday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,19,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,Incoming Students,New Student Programs,,Spark 3rd Floor,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mandatory Prog,1/10/20,Friday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,27,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,New Student Programs,,Spark 3rd Floor,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Life Skills,1/29/20,Wednesday ,3:10:00 PM,4:00:00 PM,1,Self-Care,Facilitator_56,85,46,Yes,IN-PERSON,In-Person,Pullman,0,0,46,0,0,0,,,Student ,ASCC,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
AOD+IMPACT,2/5/20,Wednesday ,6:00:00 PM,7:00:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_56,20,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Greek ,Tri-Delta ,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,2/27/20,Thursday ,2:10:00 PM,2:40:00 PM,0,Stress Management,Facilitator_56,,14,Yes,IN-PERSON,In-Person,Pullman,0,0,14,0,0,0,,,General ,ASCC,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,3/4/20,Wednesday ,12:10:00 PM,12:40:00 PM,0,Stress Management,Facilitator_56,150,15,Yes,IN-PERSON,In-Person,Pullman,0,0,15,0,0,0,,,General ,ASCC,,CUE 412 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,3/10/20,Tuesday ,6:00:00 PM,7:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_56,25,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,Greek ,Theta Xi ,,CUB 204 ,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
Life Skills,4/13/20,Monday ,3:10:00 PM,4:00:00 PM,1,Stress Management,Facilitator_56,85,10,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,10,0,0,0,,,Student ,ASCC,,ZOOM ,,,
Mandatory Prog,4/13/20,Monday,5:00:00 PM,6:00:00 PM,1,Green Dot,Facilitator_56,10,7,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,7,0,0,0,,,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
AOD+IMPACT,4/20/20,Monday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_56,165,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Greek ,Sigma Kappa,,,,,
Mental Health,4/30/20,Thursday ,4:00:00 PM,5:00:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,10,0,No,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,General,ASWSU GIVE ,,ZOOM ,,,
Life Skills,5/4/20,Monday ,4:00:00 PM,5:00:00 PM,1,Stress Management,Facilitator_56,70,75,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,75,0,0,0,,,Greek,Tau Kappa Epsilon ,,ZOOM ,,,
Mandatory Prog,8/23/22,Tuesday,9:00:00 AM,10:00:00 AM,1,Count on Cougs: Fall,Facilitator_57,,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Undergraduate,First-year students,,,,,
Life Skills,8/30/22,Tuesday,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_57,87,82,Yes,IN-PERSON,In-Person,Pullman,0,0,82,0,0,0,,,Undergraduate,ASCC (not Class),,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,9/6/22,Tuesday,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_57,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Undergraduate,ASCC (not Class),,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,9/6/22,Tuesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs: Fall,Facilitator_57,,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,10/5/22,Tuesday,11:10:00 AM,12:10:00 PM,0,Stress Management,Facilitator_57,,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Undergraduate,"Class, Student",,CUE 407,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/6/22,Thursday,10:10:00 AM,11:10:00 AM,0,Stress Management,Facilitator_57,,5,Yes,IN-PERSON,In-Person,Pullman,0,0,5,0,0,0,,,Undergraduate,"Class, Student",,CUE 209,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/6/22,Thursday,11:10:00 AM,12:10:00 PM,0,Stress Management,Facilitator_57,,14,Yes,IN-PERSON,In-Person,Pullman,0,0,14,0,0,0,,,Undergraduate,"Class, Student",,Thompson 119,46.731224,-117.166761,"46° 43' 52.4064'' N
117° 10' 0.3396'' W"
Life Skills,10/6/22,Thursday,12:10:00 PM,1:10:00 PM,0,Stress Management,Facilitator_57,,23,Yes,IN-PERSON,In-Person,Pullman,0,0,23,0,0,0,,,Undergraduate,"Class, Student",,CUE 209,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/11/22,Friday,3:10:00 AM,4:10:00 AM,1,Time Management,Facilitator_57,,58,Yes,IN-PERSON,In-Person,Pullman,0,0,58,0,0,0,,,Undergraduate,ASCC (not Class),,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,10/18/22,Tuesday,3:10:00 AM,4:10:00 AM,1,Mindfulness,Facilitator_57,,8,Yes,IN-PERSON,In-Person,Pullman,0,0,8,0,0,0,,,Undergraduate,ASCC (not Class),,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,11/2/22,Wednesday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: Fall,Facilitator_57,,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,11/16/22,Wednesday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: Fall,Facilitator_57,,14,Yes,IN-PERSON,In-Person,Pullman,0,0,14,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,12/5/22,Monday ,2:00:00 PM,3:00:00 PM,1,Count on Cougs: Fall,Facilitator_57,,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,1/9/23,Monday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_57,,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,1/19/23,Thursday,9:30:00 AM,10:30:00 AM,1,Count on Cougs,Facilitator_57,,8,Yes,IN-PERSON,In-Person,Pullman,0,0,8,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,1/31/23,Tuesday,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_57,,56,Yes,IN-PERSON,In-Person,Pullman,0,0,56,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/7/23,Tuesday,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_57,,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/22/23,Wednesday,10:10:00 AM,10:40:00 AM,0,Stress Management,Facilitator_57,,22,Yes,IN-PERSON,In-Person,Pullman,0,0,22,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/22/23,Wednesday,11:10:00 AM,11:40:00 AM,0,Stress Management,Facilitator_57,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/23/23,Thursday,10:35:00 AM,11:05:00 AM,0,Stress Management,Facilitator_57,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/23/23,Thursday,1:30:00 PM,2:00:00 PM,0,Stress Management,Facilitator_57,,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Life Skills,2/23/23,Thursday,3:10:00 PM,3:40:00 PM,0,Stress Management,Facilitator_57,,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,Undergraduate,ASCC (not Class),,,,,
Mandatory Prog,3/2/23,Thursday,9:00:00 AM,10:00:00 AM,1,Count on Cougs,Facilitator_57,,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Undergraduate,First-year students,,,,,
Life Skills,3/21/23,Tuesday,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_57,,52,Yes,IN-PERSON,In-Person,Pullman,0,0,52,0,0,0,,,Undergraduate,ASCC (not Class),,Wegner G1,46.728169,-117.161315,"46° 43' 41.4084'' N
117° 9' 40.734'' W"
Mandatory Prog,4/11/23,Tuesday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_57,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,4/15/23,Saturday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_57,,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,4/17/23,Monday,2:00:00 PM,3:00:00 PM,1,Count on Cougs,Facilitator_57,,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/13/23,Sunday,10:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_57,,45,Yes,IN-PERSON,In-Person,Pullman,0,0,45,0,0,0,,,Undergraduate,Greek Student,,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/23,Sunday,2:15:00 PM,3:15:00 PM,1,Count on Cougs,Facilitator_57,,52,Yes,IN-PERSON,In-Person,Pullman,0,0,52,0,0,0,,,Undergraduate,Greek Student,,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/15/23,Tuesday,12:45:00 PM,1:45:00 PM,1,Count on Cougs,Facilitator_57,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Undergraduate,First-year students,,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/23,Wednesday,12:45:00 PM,1:45:00 PM,1,Count on Cougs,Facilitator_57,,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Undergraduate,First-year students,,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/17/23,Thursday,12:45:00 PM,1:45:00 PM,1,Count on Cougs,Facilitator_57,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,First-year students,,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/22/23,Tuesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_57,,15,Yes,IN-PERSON,In-Person,Pullman,0,0,15,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,8/30/23,Wednesday,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_57,,12,Yes,IN-PERSON,In-person,Pullman,0,0,12,0,0,0,,,Undergraduate,ASCC (not Class),,WLSH 13,46.730338,-117.162486,"46° 43' 49.2168'' N
117° 9' 44.9496'' W"
Mandatory Prog,9/12/23,Tuesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_57,,10,Yes,IN-PERSON,In-Person,Pullman,0,0,10,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,6/13/19,Thursday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/13/19,Thursday,1:00:00 PM,1:25:00 PM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/13/19,Thursday,1:30:00 PM,1:55:00 PM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/21/19,Friday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_58,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/21/19,Friday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_58,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/24/19,Monday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_58,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/24/19,Monday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_58,,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mental Health,6/25/19,Tuesday,8:30:00 AM,10:30:00 AM,2,Campus Connect,Facilitator_58,30,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,General ,,VetMed,VetMed 1408 ,46.72886, -117.159372,"46° 43' 43.896'' N
117° 9' 33.7392'' W"
Mandatory Prog,6/27/19,Thursday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_58,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/27/19,Thursday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_58,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/15/19,Monday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_58,,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/15/19,Monday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_58,,13,Yes,IN-PERSON,In-Person,Pullman,0,0,13,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/15/19,Monday,2:00:00 PM,2:25:00 PM,0,Safety on Campus,Facilitator_58,,13,Yes,IN-PERSON,In-Person,Pullman,0,0,13,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mental Health,7/18/19,Thursday ,9:00:00 AM,11:00:00 AM,2,Campus Connect,Facilitator_58,10,9,Yes,IN-PERSON,In-Person,Pullman,0,0,9,0,0,0,,,General ,,Residence Life,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,7/19/19,Friday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_58,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/19/19,Friday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_58,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_58,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_58,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/29/19,Monday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_58,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/29/19,Monday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_58,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mental Health,8/1/19,Thursday ,1:15:00 PM,3:15:00 PM,2,Campus Connect,Facilitator_58,30,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,General ,,Residence Life,VetMed 1408 ,46.72886, -117.159372,"46° 43' 43.896'' N
117° 9' 33.7392'' W"
Mental Health,8/7/19,Wednesday ,12:00:00 PM,1:00:00 PM,2,Campus Connect,Facilitator_58,30,22,Yes,IN-PERSON,In-Person,Pullman,0,0,22,0,0,0,,,General ,,Northside Café,Spark 333,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mandatory Prog,8/10/19,Saturday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,General,,organization,Todd 413,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/10/19,Saturday,5:45:00 PM,7:15:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,23,Yes,IN-PERSON,In-Person,Pullman,0,0,23,0,0,0,,,General,,organization,Todd 413,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,33,Yes,IN-PERSON,In-Person,Pullman,0,0,33,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,General,,organization,CUE 416,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/12/19,Monday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,29,Yes,IN-PERSON,In-Person,Pullman,0,0,29,0,0,0,,,General,,organization,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,General,,organization,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,8:30:00 AM,8:55:00 AM,0,Safety on Campus,Facilitator_58,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
