Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Facilitator 2,Expected Attendance,Actual Attendance,Program Delivered,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Open System-wide.1,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Contact Name & Number,Notes,Location,Latitude,Longitude,GPS Coordinates
Mandatory Prog,8/21/21,Saturday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: WOW,Facilitator_54,,40,32,Yes,In-Person,Pullman,,,32,,,,,,,Undergraduate,First-year students,,,,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/21/21,Saturday,1:15:00 PM,2:15:00 PM,1,Count on Cougs: WOW,Facilitator_54,,40,31,Yes,In-Person,Pullman,,,31,,,,,,,Undergraduate,First-year students,,,,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/30/21,Monday,12:00:00 PM,1:00:00 PM,2,Count on Cougs: Fall,Facilitator_54,,40,29,Yes,In-Person,Pullman,,,29,,,,,,,Undergraduate,Athletics Student,,,,,,,
Mandatory Prog,9/14/21,Tuesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_54,,40,25,Yes,In-Person,Pullman,,,25,,,,,,,Undergraduate,First-year students,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/21/21,Tuesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_54,,40,27,Yes,In-Person,Pullman,,,27,,,,,,,Undergraduate,First-year students,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,8/12/19,Monday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_55,,,26,Yes,In-Person,Pullman,,,26,,,,,,,General,,organization,,,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_55,,,20,Yes,In-Person,Pullman,,,20,,,,,,,General,,organization,,,CUE 418,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/15/19,Thursday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_55,,,23,Yes,In-Person,Pullman,,,23,,,,,,,General,,organization,,,CUE 409,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_55,,,23,Yes,In-Person,Pullman,,,23,,,,,,,General,,organization,,,CUE 409,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
AOD+IMPACT,9/3/19,Tuesday,3:30:00 PM,5:30:00 PM,2,Alcohol 1 (IMPACT),Facilitator_55,,25,9,Yes,In-Person,Pullman,,,9,,,,,,,,,,,,EdAd 212,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
AOD+IMPACT,9/3/19,Tuesday,5:30:00 PM,7:30:00 PM,2,Alcohol 2 (IMPACT),Facilitator_55,,25,7,Yes,In-Person,Pullman,,,7,,,,,,,,,,,,EdAd 212,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
AOD+IMPACT,9/23/19,Monday,4:30:00 PM,6:30:00 PM,2,Alcohol 2 (IMPACT),Facilitator_55,,25,7,Yes,In-Person,Pullman,,,7,,,,,,,,,,,,EdAd 212,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
AOD+IMPACT,11/13/19,Wednesday,3:30:00 PM,5:30:00 PM,2,Cannabis 2 (IMPACT),Facilitator_55,,25,18,Yes,In-Person,Pullman,,,18,,,,,,,,,,,,EdAd 110,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
AOD+IMPACT,12/4/19,Wednesday,4:30:00 PM,6:30:00 PM,2,Cannabis 1 (IMPACT),Facilitator_55,,25,9,Yes,In-Person,Pullman,,,9,,,,,,,,,,,,EdAd 110,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
AOD+IMPACT,12/11/19,Wednesday,4:30:00 PM,6:30:00 PM,2,Alcohol 2 (IMPACT),Facilitator_55,,25,11,Yes,In-Person,Pullman,,,11,,,,,,,,,,,,EdAd 110,46.728242,-117.16664,"46° 43' 41.6712'' N
117° 9' 59.904'' W"
Mandatory Prog,8/14/19,Wednesday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_78,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,8/14/19,Wednesday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_78,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,8/14/19,Wednesday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_78,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,8/14/19,Wednesday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_78,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/13/19,Thursday,9:00:00 AM,9:25:00 AM,0,Safety on Campus,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/13/19,Thursday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/17/19,Monday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/17/19,Monday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/21/19,Friday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_56,,,39,Yes,In-Person,Pullman,,,39,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/21/19,Friday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_56,,,39,Yes,In-Person,Pullman,,,39,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/24/19,Monday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,,,25,Yes,In-Person,Pullman,,,25,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,6/24/19,Monday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,,,0,No,In-Person,Pullman,,,0,,,,,,,Incoming Students,,New Student Programs,,"OC sick, students attended w. another group",,,,
Mandatory Prog,7/8/19,Monday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_56,,,33,Yes,In-Person,Pullman,,,33,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/8/19,Monday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_56,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mental Health,7/10/19,Wednesday ,10:00:00 AM,12:00:00 PM,2,Campus Connect,Facilitator_56,,30,19,Yes,In-Person,Pullman,,,19,,,,,,,General ,,VetMed,Bethany Colaprete 5-6128,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,7/12/19,Friday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/12/19,Friday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/15/19,Monday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,,,13,Yes,In-Person,Pullman,,,13,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/15/19,Monday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_56,,,13,Yes,In-Person,Pullman,,,13,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mental Health,7/18/19,Thursday ,8:30:00 AM,10:30:00 AM,2,Campus Connect,Facilitator_56,,30,21,Yes,In-Person,Pullman,,,21,,,,,,,General ,,VetMed,Bethany Colaprete 5-6128,,VetMed 1408 ,46.72886, -117.159372,"46° 43' 43.896'' N
117° 9' 33.7392'' W"
Mandatory Prog,7/19/19,Friday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_56,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/19/19,Friday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_56,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/23/19,Tuesday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_56,,,38,Yes,In-Person,Pullman,,,38,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/23/19,Tuesday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_56,,,27,Yes,In-Person,Pullman,,,27,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/29/19,Monday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,,,30,Yes,In-Person,Pullman,,,30,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,7/29/19,Monday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,,,30,Yes,In-Person,Pullman,,,30,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mental Health,8/1/19,Thursday ,1:15:00 PM,3:15:00 PM,2,Campus Connect,Facilitator_56,,30,26,Yes,In-Person,Pullman,,,26,,,,,,,General ,,Residence Life,Nichole Goodwin 509-335-1689,,Streit-Perham Classroom ,46.73489,-117.1607,"46° 44' 5.604'' N
117° 9' 38.52'' W"
Mandatory Prog,8/10/19,Saturday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_56,,,71,Yes,In-Person,Pullman,,,71,,,,,,,General,,Fraternity PNM's,,,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/10/19,Saturday,4:15:00 PM,5:15:00 PM,1,Green Dot,Facilitator_56,,,79,Yes,In-Person,Pullman,,,79,,,,,,,General,,Fraternity PNM's,,,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,24,Yes,In-Person,Pullman,,,24,,,,,,,General,,organization,,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,32,Yes,In-Person,Pullman,,,32,,,,,,,General,,organization,,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,32,Yes,In-Person,Pullman,,,32,,,,,,,General,,organization,,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,11,Yes,In-Person,Pullman,,,11,,,,,,,General,,organization,,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,38,Yes,In-Person,Pullman,,,38,,,,,,,General,,organization,,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,25,Yes,In-Person,Pullman,,,25,,,,,,,General,,organization,,,CUE 416 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,21,Yes,In-Person,Pullman,,,21,,,,,,,General,,organization,,,CUE 416,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mandatory Prog,8/14/19,Wednesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,27,Yes,In-Person,Pullman,,,27,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,21,Yes,In-Person,Pullman,,,21,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/15/19,Thursday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,40,Yes,In-Person,Pullman,,,40,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,38,Yes,In-Person,Pullman,,,38,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/20/19,Tuesday,5:30:00 PM,5:55:00 PM,0,Safety on Campus,Facilitator_56,,,20,Yes,In-Person,Pullman,,,20,,,,,,,Incoming Students,,New Student Programs,,,,,,
Mental Health,9/5/19,Thursday ,9:00:00 AM,10:00:00 AM,1,Mental Health and Suicide Prevention,Facilitator_56,,18,18,Yes,In-Person,Pullman,,,18,,,,,,,General ,,Murrow Student Services ,Mickinzie Johnson 509-335-7333,,Thompson 18 ,46.731224,-117.166761,"46° 43' 52.4064'' N
117° 10' 0.3396'' W"
Life Skills,9/9/19,Monday ,4:10:00 PM,5:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_56,,85,30,Yes,,Pullman,,,30,,,,,,,Student ,,ASCC,https://ascc.wsu.edu/kioskscougarhs/,,,,,
Mandatory Prog,9/11/19,Wednesday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_56,,,0,Yes,In-Person,Pullman,,,,,,,,,,General,,Health Promotion,,,,,,
Life Skills,9/19/19,Thursday ,3:00:00 PM,4:00:00 PM,1,Stress Management,Facilitator_56,,25,21,Yes,,Pullman,,,21,,,,,,,General ,,Residence Life ,Brandon Brackett 509-335-8837,,,,,
Mandatory Prog,9/19/19,Thursday,5:45:00 PM,7:15:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,31,Yes,In-Person,Pullman,,,31,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,9/20/19,Friday,10:00:00 AM,11:00:00 AM,1,Green Dot,Facilitator_56,,,34,Yes,In-Person,Pullman,,,34,,,,,,,,,,,,,,,
Life Skills,9/23/19,Monday ,6:00:00 PM,7:00:00 PM,1,Time Management,Facilitator_56,,25,10,Yes,,Pullman,,,10,,,,,,,Residence Life ,,Stephenson South ,Celestina Adu 509-565-0828,,,,,
AOD+IMPACT,9/24/19,Tuesday ,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_56,,10,0,No,In-Person,Pullman,,,,,,,,,,Residence Life ,,Rogers Hall ,,,CUE 418,46.729809,-117.161607,"46° 43' 47.3124'' N
117° 9' 41.7852'' W"
Mandatory Prog,9/26/19,Thursday,11:15:00 AM,12:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,29,Yes,In-Person,Pullman,,,29,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,9/30/19,Monday,3:15:00 PM,4:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,35,Yes,In-Person,Pullman,,,35,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,10/1/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,33,Yes,In-Person,Pullman,,,33,,,,,,,General,,Health Promotion,,,,,,
Life Skills,10/2/19,Wednesday ,12:10:00 PM,1:00:00 PM,1,Stress Management,Facilitator_56,,30,25,Yes,,Pullman,,,25,,,,,,,General ,,ASCC ,Katie Reilly 509-335-6000,,,,,
Life Skills,10/3/19,Thursday ,1:25:00 PM,2:15:00 PM,1,Stress Management,Facilitator_56,,30,22,Yes,,Pullman,,,22,,,,,,,General ,,ASCC ,Katie Reilly 509-335-6000,,,,,
Life Skills,10/7/19,Monday ,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_56,,85,40,Yes,,Pullman,,,40,,,,,,,Student ,,ASCC,https://ascc.wsu.edu/kioskscougarhs/,,,,,
Mandatory Prog,10/9/19,Wednesday ,12:00:00 PM,1:00:00 PM,1,Green Dot,Facilitator_56,,,30,Yes,In-Person,Pullman,,,30,,,,,,,,,,,,,,,
Mandatory Prog,10/21/19,Monday,5:15:00 PM,6:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,32,Yes,In-Person,Pullman,,,32,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,10/24/19,Thursday ,9:00:00 AM,10:00:00 AM,1,Green Dot,Facilitator_56,,,19,Yes,In-Person,Pullman,,,19,,,,,,,,,,,,,,,
Life Skills,10/28/19,Monday ,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_56,,20,0,No,,Pullman,,,,,,,,,,Residence Life ,,Northside Hall ,Wyatt Keppler 206-979-4767,,,,,
Life Skills,11/4/19,Monday ,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_56,,85,6,Yes,,Pullman,,,6,,,,,,,Student ,,ASCC,https://ascc.wsu.edu/kioskscougarhs/,,,,,
Mental Health,11/5/19,Tuesday ,6:30:00 PM,7:30:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,,90,12,Yes,In-Person,Pullman,,,12,,,,,,,Greek Life ,,Alpha Chi Omega ,Sophia DelRosario 509-396-4350,,CUE 207,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,11/7/19,Thursday,4:30:00 PM,7:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_56,,,0,No,In-Person,Pullman,,,,,,,,,,General,,Health Promotion,,,,,,
Life Skills,11/12/19,Tuesday ,4:00:00 PM,5:00:00 PM,1,Stress Management,Facilitator_56,,15,20,Yes,,Pullman,,,20,,,,,,,General ,,Emerging Leaders ,Kei Sinthavong 360-556-5526,,,,,
Mental Health,11/14/19,Thursday ,7:00:00 PM,8:00:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,,40,63,Yes,In-Person,Pullman,,,63,,,,,,,Greek ,,Sigma Pi ,Collin Chandler 206-947-5769 ,,Gannon Main Lobby ,46.727794,-117.162907,"46° 43' 40.0584'' N
117° 9' 46.4652'' W"
Mandatory Prog,11/14/19,Thursday ,1:00:00 PM,2:00:00 PM,1,Green Dot,Facilitator_56,,,0,No,In-Person,Pullman,,,,,,,,,,,,,,,,,,
Life Skills,11/19/19,Tuesday ,5:00:00 PM,6:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_56,,25,20,Yes,,Pullman,,,20,,,,,,,General ,,Crimson Leadership VIP ,Mariana Ramirez 509-717-8031 ,,,,,
Mandatory Prog,12/4/19,Wednesday ,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_56,,,11,Yes,In-Person,Pullman,,,11,,,,,,,,,,,,,,,
Mandatory Prog,1/10/20,Friday,9:30:00 AM,9:55:00 AM,0,Safety on Campus,Facilitator_56,,19,19,Yes,In-Person,Pullman,,,19,,,,,,,Incoming Students,New Student Programs,,,,Spark 3rd Floor,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mandatory Prog,1/10/20,Friday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_56,,27,27,Yes,In-Person,Pullman,,,27,,,,,,,Incoming Students,New Student Programs,,,,Spark 3rd Floor,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Life Skills,1/29/20,Wednesday ,3:10:00 PM,4:00:00 PM,1,Self-Care,Facilitator_56,,85,46,Yes,In-Person,Pullman,,,46,,,,,,,Student ,ASCC,,https://ascc.wsu.edu/kioskscougarhs/,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
AOD+IMPACT,2/5/20,Wednesday ,6:00:00 PM,7:00:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_56,,20,0,No,In-Person,Pullman,,,,,,,,,,Greek ,Tri-Delta ,,Emily Shipley 360-930-4905 ,Cancelled due to snow ,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,2/27/20,Thursday ,2:10:00 PM,2:40:00 PM,0,Stress Management,Facilitator_56,,,14,Yes,In-Person,Pullman,,,14,,,,,,,General ,ASCC,,Alicia Petersen 509-335-4734 ,,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,3/4/20,Wednesday ,12:10:00 PM,12:40:00 PM,0,Stress Management,Facilitator_56,Facilitator_65,150,15,Yes,In-Person,Pullman,,,15,,,,,,,General ,ASCC,,Alicia Petersen 509-335-4734 ,,CUE 412 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,3/10/20,Tuesday ,6:00:00 PM,7:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_56,,25,20,Yes,In-Person,Pullman,,,20,,,,,,,Greek ,Theta Xi ,,Daniel Cowles 208-994-8326,,CUB 204 ,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
Life Skills,4/13/20,Monday ,3:10:00 PM,4:00:00 PM,1,Stress Management,Facilitator_56,,85,10,Yes,Online - Live,Pullman,,,10,,,,,,,Student ,ASCC,,https://ascc.wsu.edu/kioskscougarhs/,,ZOOM ,NA,NA,NA
Mandatory Prog,4/13/20,Monday,5:00:00 PM,6:00:00 PM,1,Green Dot,Facilitator_56,Facilitator_65,10,7,Yes,Online - Live,Pullman,,,7,,,,,,,,,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
AOD+IMPACT,4/20/20,Monday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_56,Facilitator_19,165,0,No,In-Person,Pullman,,,,,,,,,,Greek ,Sigma Kappa,,Talia Sanazzaro 707-324-9945 ,Organization cancelled ,,,,
Mental Health,4/30/20,Thursday ,4:00:00 PM,5:00:00 PM,1,Mental Health and Suicide Prevention,Facilitator_56,,10,0,No,Online - Live,Pullman,,,,,,,,,,General,ASWSU GIVE ,,Lily Miller 360-317-4425 ,Organization did not show up ,ZOOM ,NA,NA,NA
Life Skills,5/4/20,Monday ,4:00:00 PM,5:00:00 PM,1,Stress Management,Facilitator_56,,70,75,Yes,Online - Live,Pullman,,,75,,,,,,,Greek,Tau Kappa Epsilon ,,Colton Ong 425-922-9680,,ZOOM ,NA,NA,NA
Mandatory Prog,8/23/22,,9:00:00 AM,10:00:00 AM,1,Count on Cougs: Fall,Facilitator_57,,,16,Yes,In-Person,Pullman,,,16,,,,,,,Undergraduate,First-year students,,,,,,,
Life Skills,8/30/22,Tuesday,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_57,,87,82,Yes,In-Person,Pullman,,,82,,,,,,,Undergraduate,ASCC (not Class),,,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,9/6/22,Tuesday,3:10:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_57,,,34,Yes,In-Person,Pullman,,,34,,,,,,,Undergraduate,ASCC (not Class),,,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,9/6/22,,10:00:00 AM,11:00:00 AM,1,Count on Cougs: Fall,Facilitator_57,,,12,Yes,In-Person,Pullman,,,12,,,,,,,Undergraduate,First-year students,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,10/5/22,Tuesday,11:10:00 AM,12:10:00 PM,0,Stress Management,Facilitator_57,,,12,Yes,In-Person,Pullman,,,12,,,,,,,Undergraduate,"Class, Student",,,UNIV 250 - ASCC - Academic Reinstatement,CUE 407,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/6/22,,10:10:00 AM,11:10:00 AM,0,Stress Management,Facilitator_57,,,5,Yes,In-Person,Pullman,,,5,,,,,,,Undergraduate,"Class, Student",,,UNIV 250 - ASCC - Academic Reinstatement,CUE 209,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/6/22,,11:10:00 AM,12:10:00 PM,0,Stress Management,Facilitator_57,,,14,Yes,In-Person,Pullman,,,14,,,,,,,Undergraduate,"Class, Student",,,UNIV 250 - ASCC - Academic Reinstatement,Thompson 119,46.731224,-117.166761,"46° 43' 52.4064'' N
117° 10' 0.3396'' W"
Life Skills,10/6/22,,12:10:00 PM,1:10:00 PM,0,Stress Management,Facilitator_57,,,23,Yes,In-Person,Pullman,,,23,,,,,,,Undergraduate,"Class, Student",,,UNIV 250 - ASCC - Academic Reinstatement,CUE 209,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,10/11/22,,3:10:00 AM,4:10:00 AM,1,Time Management,Facilitator_57,,,58,Yes,In-Person,Pullman,,,58,,,,,,,Undergraduate,ASCC (not Class),,,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,10/18/22,Tuesday,3:10:00 AM,4:10:00 AM,1,Mindfulness,Facilitator_57,,,8,Yes,In-Person,Pullman,,,8,,,,,,,Undergraduate,ASCC (not Class),,,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,11/2/22,,11:00:00 AM,12:00:00 PM,1,Count on Cougs: Fall,Facilitator_57,,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,First-year students,,,,,,,
